,Content ID,Type,Datetime,Content Type,Category,Sentiment,Score,Month,,,,
15056,6054518c-4c28-4d65-8ebe-3b4f56108f29,worried,03-03-2021 18:27,GIF,healthy eating,negative,12,3,,,,
15057,6054518c-4c28-4d65-8ebe-3b4f56108f29,heart,21-10-2020 17:58,GIF,healthy eating,positive,60,10,,,,
15058,6054518c-4c28-4d65-8ebe-3b4f56108f29,scared,22-04-2021 18:18,GIF,healthy eating,negative,15,4,,,,
15059,6054518c-4c28-4d65-8ebe-3b4f56108f29,worried,29-10-2020 16:31,GIF,healthy eating,negative,12,10,,,,
15060,6054518c-4c28-4d65-8ebe-3b4f56108f29,cherish,05-02-2021 09:59,GIF,healthy eating,positive,70,2,,,,
15061,6054518c-4c28-4d65-8ebe-3b4f56108f29,disgust,27-05-2021 19:41,GIF,healthy eating,negative,0,5,,,,
15063,6054518c-4c28-4d65-8ebe-3b4f56108f29,scared,07-01-2021 01:27,GIF,healthy eating,negative,15,1,,,,
15064,6054518c-4c28-4d65-8ebe-3b4f56108f29,worried,29-10-2020 20:51,GIF,healthy eating,negative,12,10,,,,
15065,6054518c-4c28-4d65-8ebe-3b4f56108f29,love,13-04-2021 18:23,GIF,healthy eating,positive,65,4,,,,
15066,6054518c-4c28-4d65-8ebe-3b4f56108f29,adore,26-03-2021 20:32,GIF,healthy eating,positive,72,3,,,,
15067,6054518c-4c28-4d65-8ebe-3b4f56108f29,heart,26-09-2020 20:41,GIF,healthy eating,positive,60,9,,,,
15068,6054518c-4c28-4d65-8ebe-3b4f56108f29,like,17-05-2021 17:34,GIF,healthy eating,positive,50,5,,,,
15069,6054518c-4c28-4d65-8ebe-3b4f56108f29,interested,08-06-2021 23:50,GIF,healthy eating,positive,30,6,,,,
15070,6054518c-4c28-4d65-8ebe-3b4f56108f29,adore,24-10-2020 08:16,GIF,healthy eating,positive,72,10,,,,
15071,6054518c-4c28-4d65-8ebe-3b4f56108f29,disgust,08-07-2020 11:39,GIF,healthy eating,negative,0,7,,,,
15073,6054518c-4c28-4d65-8ebe-3b4f56108f29,indifferent,23-07-2020 03:12,GIF,healthy eating,neutral,20,7,,,,
15074,6054518c-4c28-4d65-8ebe-3b4f56108f29,cherish,15-10-2020 03:55,GIF,healthy eating,positive,70,10,,,,
15075,6054518c-4c28-4d65-8ebe-3b4f56108f29,indifferent,01-12-2020 20:53,GIF,healthy eating,neutral,20,12,,,,
15076,6054518c-4c28-4d65-8ebe-3b4f56108f29,indifferent,17-05-2021 22:16,GIF,healthy eating,neutral,20,5,,,,
15078,73ef953a-5bda-4532-bcd5-85a2cb61b803,worried,19-01-2021 00:26,photo,studying,negative,12,1,,,,
15079,73ef953a-5bda-4532-bcd5-85a2cb61b803,interested,10-12-2020 23:25,photo,studying,positive,30,12,,,,
15080,73ef953a-5bda-4532-bcd5-85a2cb61b803,super love,09-08-2020 17:34,photo,studying,positive,75,8,,,,
15081,73ef953a-5bda-4532-bcd5-85a2cb61b803,adore,30-08-2020 14:32,photo,studying,positive,72,8,,,,
15082,73ef953a-5bda-4532-bcd5-85a2cb61b803,intrigued,08-02-2021 01:42,photo,studying,positive,45,2,,,,
15083,73ef953a-5bda-4532-bcd5-85a2cb61b803,intrigued,15-03-2021 08:56,photo,studying,positive,45,3,,,,
15084,73ef953a-5bda-4532-bcd5-85a2cb61b803,want,20-06-2020 03:36,photo,studying,positive,70,6,,,,
15085,73ef953a-5bda-4532-bcd5-85a2cb61b803,worried,11-12-2020 09:35,photo,studying,negative,12,12,,,,
15086,73ef953a-5bda-4532-bcd5-85a2cb61b803,love,07-03-2021 19:02,photo,studying,positive,65,3,,,,
15088,73ef953a-5bda-4532-bcd5-85a2cb61b803,scared,22-07-2020 12:10,photo,studying,negative,15,7,,,,
15089,73ef953a-5bda-4532-bcd5-85a2cb61b803,cherish,05-07-2020 01:13,photo,studying,positive,70,7,,,,
15090,73ef953a-5bda-4532-bcd5-85a2cb61b803,intrigued,28-12-2020 15:27,photo,studying,positive,45,12,,,,
15091,73ef953a-5bda-4532-bcd5-85a2cb61b803,indifferent,29-07-2020 08:50,photo,studying,neutral,20,7,,,,
15092,73ef953a-5bda-4532-bcd5-85a2cb61b803,super love,09-01-2021 16:59,photo,studying,positive,75,1,,,,
15093,73ef953a-5bda-4532-bcd5-85a2cb61b803,scared,12-01-2021 21:22,photo,studying,negative,15,1,,,,
15094,73ef953a-5bda-4532-bcd5-85a2cb61b803,worried,18-11-2020 18:29,photo,studying,negative,12,11,,,,
15095,73ef953a-5bda-4532-bcd5-85a2cb61b803,intrigued,15-11-2020 19:22,photo,studying,positive,45,11,,,,
15096,73ef953a-5bda-4532-bcd5-85a2cb61b803,dislike,10-09-2020 08:19,photo,studying,negative,10,9,,,,
15098,73ef953a-5bda-4532-bcd5-85a2cb61b803,hate,09-07-2020 03:55,photo,studying,negative,5,7,,,,
15099,73ef953a-5bda-4532-bcd5-85a2cb61b803,heart,03-03-2021 01:45,photo,studying,positive,60,3,,,,
15100,73ef953a-5bda-4532-bcd5-85a2cb61b803,like,20-05-2021 21:45,photo,studying,positive,50,5,,,,
15101,73ef953a-5bda-4532-bcd5-85a2cb61b803,adore,24-11-2020 18:43,photo,studying,positive,72,11,,,,
15102,73ef953a-5bda-4532-bcd5-85a2cb61b803,love,30-04-2021 23:31,photo,studying,positive,65,4,,,,
15103,73ef953a-5bda-4532-bcd5-85a2cb61b803,peeking,28-05-2021 20:25,photo,studying,neutral,35,5,,,,
15104,73ef953a-5bda-4532-bcd5-85a2cb61b803,indifferent,17-10-2020 09:09,photo,studying,neutral,20,10,,,,
15105,73ef953a-5bda-4532-bcd5-85a2cb61b803,dislike,31-10-2020 13:20,photo,studying,negative,10,10,,,,
15106,73ef953a-5bda-4532-bcd5-85a2cb61b803,disgust,19-02-2021 03:15,photo,studying,negative,0,2,,,,
15108,73ef953a-5bda-4532-bcd5-85a2cb61b803,want,26-08-2020 17:23,photo,studying,positive,70,8,,,,
15109,73ef953a-5bda-4532-bcd5-85a2cb61b803,super love,27-04-2021 03:41,photo,studying,positive,75,4,,,,
15110,73ef953a-5bda-4532-bcd5-85a2cb61b803,like,03-08-2020 07:13,photo,studying,positive,50,8,,,,
15111,73ef953a-5bda-4532-bcd5-85a2cb61b803,interested,01-10-2020 14:25,photo,studying,positive,30,10,,,,
15113,a727ed7f-5684-4536-b543-8e8fc93f40b1,want,20-03-2021 10:29,video,cooking,positive,70,3,,,,
15114,a727ed7f-5684-4536-b543-8e8fc93f40b1,scared,15-09-2020 20:32,video,cooking,negative,15,9,,,,
15115,a727ed7f-5684-4536-b543-8e8fc93f40b1,cherish,07-04-2021 02:03,video,cooking,positive,70,4,,,,
15116,a727ed7f-5684-4536-b543-8e8fc93f40b1,heart,13-11-2020 09:21,video,cooking,positive,60,11,,,,
15117,a727ed7f-5684-4536-b543-8e8fc93f40b1,hate,11-09-2020 09:07,video,cooking,negative,5,9,,,,
15118,a727ed7f-5684-4536-b543-8e8fc93f40b1,scared,18-08-2020 02:01,video,cooking,negative,15,8,,,,
15119,a727ed7f-5684-4536-b543-8e8fc93f40b1,scared,26-06-2020 17:19,video,cooking,negative,15,6,,,,
15120,a727ed7f-5684-4536-b543-8e8fc93f40b1,interested,26-07-2020 03:21,video,cooking,positive,30,7,,,,
15121,a727ed7f-5684-4536-b543-8e8fc93f40b1,intrigued,24-08-2020 11:31,video,cooking,positive,45,8,,,,
15123,a727ed7f-5684-4536-b543-8e8fc93f40b1,love,01-02-2021 14:05,video,cooking,positive,65,2,,,,
15124,a727ed7f-5684-4536-b543-8e8fc93f40b1,hate,18-06-2020 08:07,video,cooking,negative,5,6,,,,
15125,a727ed7f-5684-4536-b543-8e8fc93f40b1,want,20-06-2020 22:29,video,cooking,positive,70,6,,,,
15126,a727ed7f-5684-4536-b543-8e8fc93f40b1,love,31-12-2020 10:57,video,cooking,positive,65,12,,,,
15127,a727ed7f-5684-4536-b543-8e8fc93f40b1,interested,21-10-2020 06:40,video,cooking,positive,30,10,,,,
15128,a727ed7f-5684-4536-b543-8e8fc93f40b1,worried,07-08-2020 04:56,video,cooking,negative,12,8,,,,
15129,a727ed7f-5684-4536-b543-8e8fc93f40b1,hate,01-05-2021 01:39,video,cooking,negative,5,5,,,,
15130,a727ed7f-5684-4536-b543-8e8fc93f40b1,indifferent,02-01-2021 22:55,video,cooking,neutral,20,1,,,,
15131,a727ed7f-5684-4536-b543-8e8fc93f40b1,indifferent,08-06-2021 00:13,video,cooking,neutral,20,6,,,,
15133,8fa19e64-72ab-4cff-bc92-b8a057395043,disgust,12-06-2021 07:18,photo,food,negative,0,6,,,,
15134,8fa19e64-72ab-4cff-bc92-b8a057395043,adore,16-06-2021 20:53,photo,food,positive,72,6,,,,
15135,8fa19e64-72ab-4cff-bc92-b8a057395043,adore,13-07-2020 23:11,photo,food,positive,72,7,,,,
15136,8fa19e64-72ab-4cff-bc92-b8a057395043,interested,04-04-2021 08:23,photo,food,positive,30,4,,,,
15137,8fa19e64-72ab-4cff-bc92-b8a057395043,intrigued,17-03-2021 22:45,photo,food,positive,45,3,,,,
15138,8fa19e64-72ab-4cff-bc92-b8a057395043,intrigued,18-11-2020 05:20,photo,food,positive,45,11,,,,
15139,8fa19e64-72ab-4cff-bc92-b8a057395043,cherish,18-03-2021 20:23,photo,food,positive,70,3,,,,
15140,8fa19e64-72ab-4cff-bc92-b8a057395043,love,17-04-2021 14:21,photo,food,positive,65,4,,,,
15142,634a05ab-0751-45fa-a1b4-b4a9b8342f61,like,22-05-2021 16:09,video,travel,positive,50,5,,,,
15143,634a05ab-0751-45fa-a1b4-b4a9b8342f61,peeking,15-05-2021 11:56,video,travel,neutral,35,5,,,,
15144,634a05ab-0751-45fa-a1b4-b4a9b8342f61,worried,12-08-2020 01:53,video,travel,negative,12,8,,,,
15145,634a05ab-0751-45fa-a1b4-b4a9b8342f61,disgust,04-10-2020 04:56,video,travel,negative,0,10,,,,
15146,634a05ab-0751-45fa-a1b4-b4a9b8342f61,disgust,30-05-2021 09:19,video,travel,negative,0,5,,,,
15147,634a05ab-0751-45fa-a1b4-b4a9b8342f61,peeking,07-07-2020 15:12,video,travel,neutral,35,7,,,,
15148,634a05ab-0751-45fa-a1b4-b4a9b8342f61,scared,07-03-2021 11:09,video,travel,negative,15,3,,,,
15149,634a05ab-0751-45fa-a1b4-b4a9b8342f61,heart,03-01-2021 21:59,video,travel,positive,60,1,,,,
15150,634a05ab-0751-45fa-a1b4-b4a9b8342f61,want,08-02-2021 17:51,video,travel,positive,70,2,,,,
15152,634a05ab-0751-45fa-a1b4-b4a9b8342f61,peeking,10-05-2021 01:53,video,travel,neutral,35,5,,,,
15153,634a05ab-0751-45fa-a1b4-b4a9b8342f61,dislike,12-04-2021 12:39,video,travel,negative,10,4,,,,
15154,634a05ab-0751-45fa-a1b4-b4a9b8342f61,intrigued,14-07-2020 16:56,video,travel,positive,45,7,,,,
15155,634a05ab-0751-45fa-a1b4-b4a9b8342f61,peeking,01-03-2021 17:22,video,travel,neutral,35,3,,,,
15157,fa337cb5-179a-4f92-a085-e6b3c60e2854,interested,22-11-2020 22:40,audio,food,positive,30,11,,,,
15158,fa337cb5-179a-4f92-a085-e6b3c60e2854,worried,06-04-2021 19:25,audio,food,negative,12,4,,,,
15159,fa337cb5-179a-4f92-a085-e6b3c60e2854,worried,12-06-2021 11:36,audio,food,negative,12,6,,,,
15160,fa337cb5-179a-4f92-a085-e6b3c60e2854,dislike,05-07-2020 07:29,audio,food,negative,10,7,,,,
15161,fa337cb5-179a-4f92-a085-e6b3c60e2854,dislike,04-07-2020 18:31,audio,food,negative,10,7,,,,
15162,fa337cb5-179a-4f92-a085-e6b3c60e2854,indifferent,25-09-2020 10:33,audio,food,neutral,20,9,,,,
15163,fa337cb5-179a-4f92-a085-e6b3c60e2854,cherish,09-02-2021 07:09,audio,food,positive,70,2,,,,
15164,fa337cb5-179a-4f92-a085-e6b3c60e2854,interested,28-03-2021 22:09,audio,food,positive,30,3,,,,
15165,fa337cb5-179a-4f92-a085-e6b3c60e2854,heart,10-10-2020 10:53,audio,food,positive,60,10,,,,
15167,fa337cb5-179a-4f92-a085-e6b3c60e2854,want,13-12-2020 06:28,audio,food,positive,70,12,,,,
15168,fa337cb5-179a-4f92-a085-e6b3c60e2854,worried,16-02-2021 22:29,audio,food,negative,12,2,,,,
15169,fa337cb5-179a-4f92-a085-e6b3c60e2854,peeking,12-01-2021 14:25,audio,food,neutral,35,1,,,,
15170,fa337cb5-179a-4f92-a085-e6b3c60e2854,hate,07-05-2021 18:57,audio,food,negative,5,5,,,,
15171,fa337cb5-179a-4f92-a085-e6b3c60e2854,intrigued,03-08-2020 19:15,audio,food,positive,45,8,,,,
15172,fa337cb5-179a-4f92-a085-e6b3c60e2854,interested,17-02-2021 00:14,audio,food,positive,30,2,,,,
15173,fa337cb5-179a-4f92-a085-e6b3c60e2854,disgust,05-01-2021 20:18,audio,food,negative,0,1,,,,
15174,fa337cb5-179a-4f92-a085-e6b3c60e2854,interested,03-04-2021 13:43,audio,food,positive,30,4,,,,
15175,fa337cb5-179a-4f92-a085-e6b3c60e2854,heart,08-02-2021 03:20,audio,food,positive,60,2,,,,
15177,fa337cb5-179a-4f92-a085-e6b3c60e2854,scared,08-03-2021 05:10,audio,food,negative,15,3,,,,
15178,fa337cb5-179a-4f92-a085-e6b3c60e2854,scared,18-01-2021 13:33,audio,food,negative,15,1,,,,
15179,fa337cb5-179a-4f92-a085-e6b3c60e2854,love,01-12-2020 11:22,audio,food,positive,65,12,,,,
15180,fa337cb5-179a-4f92-a085-e6b3c60e2854,interested,05-04-2021 23:12,audio,food,positive,30,4,,,,
15181,fa337cb5-179a-4f92-a085-e6b3c60e2854,worried,12-09-2020 09:39,audio,food,negative,12,9,,,,
15182,fa337cb5-179a-4f92-a085-e6b3c60e2854,like,25-11-2020 02:38,audio,food,positive,50,11,,,,
15183,fa337cb5-179a-4f92-a085-e6b3c60e2854,hate,25-03-2021 09:06,audio,food,negative,5,3,,,,
15184,fa337cb5-179a-4f92-a085-e6b3c60e2854,scared,02-11-2020 17:02,audio,food,negative,15,11,,,,
15185,fa337cb5-179a-4f92-a085-e6b3c60e2854,like,15-06-2021 12:08,audio,food,positive,50,6,,,,
15187,fa337cb5-179a-4f92-a085-e6b3c60e2854,super love,01-08-2020 10:33,audio,food,positive,75,8,,,,
15188,fa337cb5-179a-4f92-a085-e6b3c60e2854,heart,12-09-2020 10:48,audio,food,positive,60,9,,,,
15189,fa337cb5-179a-4f92-a085-e6b3c60e2854,worried,14-08-2020 19:23,audio,food,negative,12,8,,,,
15190,fa337cb5-179a-4f92-a085-e6b3c60e2854,want,04-10-2020 19:25,audio,food,positive,70,10,,,,
15191,fa337cb5-179a-4f92-a085-e6b3c60e2854,scared,10-01-2021 13:37,audio,food,negative,15,1,,,,
15192,fa337cb5-179a-4f92-a085-e6b3c60e2854,worried,14-07-2020 08:04,audio,food,negative,12,7,,,,
15193,fa337cb5-179a-4f92-a085-e6b3c60e2854,cherish,13-05-2021 03:03,audio,food,positive,70,5,,,,
15195,46219a74-c2db-4479-a96a-d3ee54d1ea7f,peeking,28-10-2020 16:26,GIF,soccer,neutral,35,10,,,,
15196,46219a74-c2db-4479-a96a-d3ee54d1ea7f,want,24-11-2020 22:21,GIF,soccer,positive,70,11,,,,
15197,46219a74-c2db-4479-a96a-d3ee54d1ea7f,intrigued,21-10-2020 05:08,GIF,soccer,positive,45,10,,,,
15198,46219a74-c2db-4479-a96a-d3ee54d1ea7f,indifferent,10-04-2021 13:47,GIF,soccer,neutral,20,4,,,,
15199,46219a74-c2db-4479-a96a-d3ee54d1ea7f,worried,21-01-2021 08:12,GIF,soccer,negative,12,1,,,,
15200,46219a74-c2db-4479-a96a-d3ee54d1ea7f,like,13-10-2020 03:31,GIF,soccer,positive,50,10,,,,
15201,46219a74-c2db-4479-a96a-d3ee54d1ea7f,dislike,16-08-2020 05:47,GIF,soccer,negative,10,8,,,,
15202,46219a74-c2db-4479-a96a-d3ee54d1ea7f,adore,31-10-2020 06:14,GIF,soccer,positive,72,10,,,,
15203,46219a74-c2db-4479-a96a-d3ee54d1ea7f,interested,30-10-2020 10:24,GIF,soccer,positive,30,10,,,,
15205,46219a74-c2db-4479-a96a-d3ee54d1ea7f,heart,31-07-2020 08:37,GIF,soccer,positive,60,7,,,,
15206,46219a74-c2db-4479-a96a-d3ee54d1ea7f,worried,20-11-2020 14:57,GIF,soccer,negative,12,11,,,,
15207,46219a74-c2db-4479-a96a-d3ee54d1ea7f,dislike,01-10-2020 23:23,GIF,soccer,negative,10,10,,,,
15208,46219a74-c2db-4479-a96a-d3ee54d1ea7f,interested,02-07-2020 22:00,GIF,soccer,positive,30,7,,,,
15209,46219a74-c2db-4479-a96a-d3ee54d1ea7f,super love,29-03-2021 07:24,GIF,soccer,positive,75,3,,,,
15210,46219a74-c2db-4479-a96a-d3ee54d1ea7f,love,15-02-2021 13:38,GIF,soccer,positive,65,2,,,,
15211,46219a74-c2db-4479-a96a-d3ee54d1ea7f,cherish,20-09-2020 09:38,GIF,soccer,positive,70,9,,,,
15212,46219a74-c2db-4479-a96a-d3ee54d1ea7f,want,04-06-2021 00:24,GIF,soccer,positive,70,6,,,,
15214,1cd59d79-a2ca-4a99-92aa-2775117c4589,scared,18-08-2020 00:50,audio,science,negative,15,8,,,,
15215,1cd59d79-a2ca-4a99-92aa-2775117c4589,interested,29-06-2020 01:33,audio,science,positive,30,6,,,,
15216,1cd59d79-a2ca-4a99-92aa-2775117c4589,heart,15-04-2021 07:26,audio,science,positive,60,4,,,,
15217,1cd59d79-a2ca-4a99-92aa-2775117c4589,cherish,18-10-2020 02:29,audio,science,positive,70,10,,,,
15218,1cd59d79-a2ca-4a99-92aa-2775117c4589,want,20-12-2020 10:30,audio,science,positive,70,12,,,,
15219,1cd59d79-a2ca-4a99-92aa-2775117c4589,disgust,06-05-2021 04:30,audio,science,negative,0,5,,,,
15220,1cd59d79-a2ca-4a99-92aa-2775117c4589,heart,08-05-2021 00:11,audio,science,positive,60,5,,,,
15221,1cd59d79-a2ca-4a99-92aa-2775117c4589,indifferent,04-02-2021 02:19,audio,science,neutral,20,2,,,,
15222,1cd59d79-a2ca-4a99-92aa-2775117c4589,intrigued,17-06-2021 10:00,audio,science,positive,45,6,,,,
15224,1cd59d79-a2ca-4a99-92aa-2775117c4589,want,29-09-2020 06:54,audio,science,positive,70,9,,,,
15225,1cd59d79-a2ca-4a99-92aa-2775117c4589,disgust,22-12-2020 10:45,audio,science,negative,0,12,,,,
15226,1cd59d79-a2ca-4a99-92aa-2775117c4589,dislike,05-02-2021 10:22,audio,science,negative,10,2,,,,
15227,1cd59d79-a2ca-4a99-92aa-2775117c4589,cherish,13-04-2021 10:45,audio,science,positive,70,4,,,,
15228,1cd59d79-a2ca-4a99-92aa-2775117c4589,interested,23-04-2021 21:21,audio,science,positive,30,4,,,,
15229,1cd59d79-a2ca-4a99-92aa-2775117c4589,interested,16-02-2021 02:10,audio,science,positive,30,2,,,,
15230,1cd59d79-a2ca-4a99-92aa-2775117c4589,like,11-12-2020 18:05,audio,science,positive,50,12,,,,
15231,1cd59d79-a2ca-4a99-92aa-2775117c4589,scared,21-04-2021 12:57,audio,science,negative,15,4,,,,
15232,1cd59d79-a2ca-4a99-92aa-2775117c4589,hate,16-07-2020 09:16,audio,science,negative,5,7,,,,
15234,1cd59d79-a2ca-4a99-92aa-2775117c4589,peeking,09-06-2021 07:09,audio,science,neutral,35,6,,,,
15235,1cd59d79-a2ca-4a99-92aa-2775117c4589,want,24-04-2021 04:54,audio,science,positive,70,4,,,,
15236,1cd59d79-a2ca-4a99-92aa-2775117c4589,want,29-12-2020 01:18,audio,science,positive,70,12,,,,
15237,1cd59d79-a2ca-4a99-92aa-2775117c4589,love,06-05-2021 11:11,audio,science,positive,65,5,,,,
15238,1cd59d79-a2ca-4a99-92aa-2775117c4589,like,04-08-2020 20:00,audio,science,positive,50,8,,,,
15239,1cd59d79-a2ca-4a99-92aa-2775117c4589,worried,10-01-2021 02:19,audio,science,negative,12,1,,,,
15240,1cd59d79-a2ca-4a99-92aa-2775117c4589,worried,04-12-2020 09:18,audio,science,negative,12,12,,,,
15241,1cd59d79-a2ca-4a99-92aa-2775117c4589,disgust,23-07-2020 06:53,audio,science,negative,0,7,,,,
15242,1cd59d79-a2ca-4a99-92aa-2775117c4589,love,26-01-2021 13:50,audio,science,positive,65,1,,,,
15244,1cd59d79-a2ca-4a99-92aa-2775117c4589,scared,31-03-2021 20:11,audio,science,negative,15,3,,,,
15245,1cd59d79-a2ca-4a99-92aa-2775117c4589,super love,19-10-2020 01:05,audio,science,positive,75,10,,,,
15246,1cd59d79-a2ca-4a99-92aa-2775117c4589,hate,23-09-2020 16:33,audio,science,negative,5,9,,,,
15247,1cd59d79-a2ca-4a99-92aa-2775117c4589,adore,17-04-2021 01:15,audio,science,positive,72,4,,,,
15248,1cd59d79-a2ca-4a99-92aa-2775117c4589,interested,29-08-2020 20:20,audio,science,positive,30,8,,,,
15250,d374af60-1487-4ee4-ac6a-fcc59ae6ea45,want,09-01-2021 00:56,photo,dogs,positive,70,1,,,,
15251,d374af60-1487-4ee4-ac6a-fcc59ae6ea45,super love,03-07-2020 20:11,photo,dogs,positive,75,7,,,,
15252,d374af60-1487-4ee4-ac6a-fcc59ae6ea45,adore,11-03-2021 05:41,photo,dogs,positive,72,3,,,,
15253,d374af60-1487-4ee4-ac6a-fcc59ae6ea45,indifferent,28-03-2021 02:00,photo,dogs,neutral,20,3,,,,
15254,d374af60-1487-4ee4-ac6a-fcc59ae6ea45,adore,02-11-2020 23:10,photo,dogs,positive,72,11,,,,
15255,d374af60-1487-4ee4-ac6a-fcc59ae6ea45,interested,21-09-2020 08:11,photo,dogs,positive,30,9,,,,
15256,d374af60-1487-4ee4-ac6a-fcc59ae6ea45,intrigued,27-02-2021 22:43,photo,dogs,positive,45,2,,,,
15257,d374af60-1487-4ee4-ac6a-fcc59ae6ea45,like,26-01-2021 10:45,photo,dogs,positive,50,1,,,,
15258,d374af60-1487-4ee4-ac6a-fcc59ae6ea45,dislike,20-10-2020 03:39,photo,dogs,negative,10,10,,,,
15260,d374af60-1487-4ee4-ac6a-fcc59ae6ea45,super love,18-11-2020 01:26,photo,dogs,positive,75,11,,,,
15262,f6fed2d9-0e25-48b8-bb76-f7cb0667553a,worried,13-04-2021 23:40,audio,soccer,negative,12,4,,,,
15263,f6fed2d9-0e25-48b8-bb76-f7cb0667553a,intrigued,11-02-2021 18:04,audio,soccer,positive,45,2,,,,
15265,12c49449-a896-48cb-a33b-47e8952f23a7,adore,04-01-2021 05:33,audio,fitness,positive,72,1,,,,
15266,12c49449-a896-48cb-a33b-47e8952f23a7,indifferent,23-01-2021 13:46,audio,fitness,neutral,20,1,,,,
15267,12c49449-a896-48cb-a33b-47e8952f23a7,want,09-04-2021 01:25,audio,fitness,positive,70,4,,,,
15268,12c49449-a896-48cb-a33b-47e8952f23a7,disgust,12-01-2021 10:00,audio,fitness,negative,0,1,,,,
15269,12c49449-a896-48cb-a33b-47e8952f23a7,interested,07-05-2021 03:26,audio,fitness,positive,30,5,,,,
15270,12c49449-a896-48cb-a33b-47e8952f23a7,interested,03-04-2021 18:34,audio,fitness,positive,30,4,,,,
15271,12c49449-a896-48cb-a33b-47e8952f23a7,like,02-04-2021 01:12,audio,fitness,positive,50,4,,,,
15272,12c49449-a896-48cb-a33b-47e8952f23a7,cherish,05-01-2021 00:56,audio,fitness,positive,70,1,,,,
15274,e949f4c9-81b0-44dd-8a69-0c233134bccd,disgust,17-08-2020 01:53,audio,culture,negative,0,8,,,,
15275,e949f4c9-81b0-44dd-8a69-0c233134bccd,want,06-07-2020 00:05,audio,culture,positive,70,7,,,,
15276,e949f4c9-81b0-44dd-8a69-0c233134bccd,interested,24-02-2021 00:49,audio,culture,positive,30,2,,,,
15277,e949f4c9-81b0-44dd-8a69-0c233134bccd,dislike,05-06-2021 07:46,audio,culture,negative,10,6,,,,
15278,e949f4c9-81b0-44dd-8a69-0c233134bccd,disgust,03-01-2021 00:49,audio,culture,negative,0,1,,,,
15279,e949f4c9-81b0-44dd-8a69-0c233134bccd,heart,07-02-2021 11:10,audio,culture,positive,60,2,,,,
15280,e949f4c9-81b0-44dd-8a69-0c233134bccd,want,26-01-2021 10:31,audio,culture,positive,70,1,,,,
15281,e949f4c9-81b0-44dd-8a69-0c233134bccd,intrigued,22-01-2021 07:09,audio,culture,positive,45,1,,,,
15282,e949f4c9-81b0-44dd-8a69-0c233134bccd,love,28-01-2021 15:25,audio,culture,positive,65,1,,,,
15284,e949f4c9-81b0-44dd-8a69-0c233134bccd,adore,31-05-2021 04:45,audio,culture,positive,72,5,,,,
15285,e949f4c9-81b0-44dd-8a69-0c233134bccd,scared,26-01-2021 12:10,audio,culture,negative,15,1,,,,
15286,e949f4c9-81b0-44dd-8a69-0c233134bccd,scared,21-02-2021 21:45,audio,culture,negative,15,2,,,,
15287,e949f4c9-81b0-44dd-8a69-0c233134bccd,hate,24-08-2020 13:17,audio,culture,negative,5,8,,,,
15288,e949f4c9-81b0-44dd-8a69-0c233134bccd,cherish,12-01-2021 10:17,audio,culture,positive,70,1,,,,
15289,e949f4c9-81b0-44dd-8a69-0c233134bccd,want,21-06-2020 20:48,audio,culture,positive,70,6,,,,
15290,e949f4c9-81b0-44dd-8a69-0c233134bccd,dislike,07-09-2020 13:19,audio,culture,negative,10,9,,,,
15291,e949f4c9-81b0-44dd-8a69-0c233134bccd,like,06-07-2020 22:56,audio,culture,positive,50,7,,,,
15292,e949f4c9-81b0-44dd-8a69-0c233134bccd,love,01-03-2021 23:40,audio,culture,positive,65,3,,,,
15294,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,hate,05-12-2020 08:17,photo,travel,negative,5,12,,,,
15295,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,scared,11-05-2021 04:30,photo,travel,negative,15,5,,,,
15296,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,intrigued,08-06-2021 17:46,photo,travel,positive,45,6,,,,
15297,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,like,19-07-2020 03:20,photo,travel,positive,50,7,,,,
15298,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,dislike,23-08-2020 22:49,photo,travel,negative,10,8,,,,
15299,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,indifferent,07-06-2021 16:28,photo,travel,neutral,20,6,,,,
15300,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,peeking,06-11-2020 16:38,photo,travel,neutral,35,11,,,,
15301,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,want,17-12-2020 16:31,photo,travel,positive,70,12,,,,
15302,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,super love,03-12-2020 06:23,photo,travel,positive,75,12,,,,
15304,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,intrigued,12-02-2021 23:49,photo,travel,positive,45,2,,,,
15305,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,like,13-04-2021 02:31,photo,travel,positive,50,4,,,,
